ID,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_4My8IWv90svXXyR,Racist ,Homophobic ,Anti-Science ,Hypocritical,Democrat,Very negative,Yes,Yes,Yes,Yes
R_3houlG9hdhkKGZm,Conservative,Middle-class,White,Female,Democrat,Neither positive nor negative,No,No,No,Yes
R_6hBeyX9jrfB5Eq1,Guns,Religion,Racism,Ignorant,Democrat,Very negative,Yes,No,Yes,Yes
R_8IGT1oymJC0irWd,Conservative,White,Country,God,Democrat,A little negative,No,No,No,Yes
R_7VQ0OtNL3pUjitv,Religious ,Conservative ,Middle-aged ,Conservative,Democrat,Neither positive nor negative,No,No,No,Yes
R_1mlWkMvAq66p7ks,Religious ,Pro-life ,Conservative ,Anti-immigrant The two words that I do not use when describing the typical Republican Party supporter are,Democrat,A little negative,No,No,Yes,No
R_d6V7d03wPG0Iad7,Rich,Racist,Religious,Uneducated,Democrat,Very negative,Yes,Yes,No,Yes
R_22LLze5oJyODvZt,Anti-abortion without exceptions,Anti-LGBT,Anti-government,Racist,Democrat,Very negative,Yes,No,Yes,Yes
R_Q0SqbHJDZNZKkoN,Racist,Homophobic,Low-income,Religious,Democrat,Very negative,Yes,Yes,No,Yes
R_31hoR3CxwjnmQ6r,Very religious,Conservative,Older and ,White,Democrat,A little negative,No,No,No,Yes
R_Tjt0fnZ5gGjL5hD,White or possibly white,Christian,Wealthy,Conservative,Democrat,A little negative,Yes,No,No,Yes
R_4YMJ3Y7QULq9JSR,Stupid ,Racist / Prejudiced against non-whites ,Incompetent ,Religious,Democrat,Very negative,Yes,Yes,No,Yes
R_1ZVQ5HVvZWZfVbf,White,Male,Conservative,Christian,Democrat,Neither negative nor positive,No,No,No,Yes
R_bxEx8TqmDEzFG8R,religious,fiscally conservative,pro-war,anti-gay,Democrat,Very negative,Yes,No,Yes,No
R_4GXBZIrQGNpVnoh,"White, male, older, Christian, straight, middle class, American, patriot","gun owner, capitalist, racist, xenophobic, homophobic, anti-immigrant, anti-feminist","anti-liberal, anti-poor, anti-working class, authoritarian","conservative, anti-Obama, anti-gay, anti-ObamaCare, anti-social programs",Democrat,Very negative,Yes,Yes,Yes,Yes
R_5gmCJOPuZpODfWB,Small government,Strong national defense,Moral values,Liberty,Republican,Very positive,No,No,Yes,No
R_6eOlk2IyQRQEiAl,Conservative ,Religious ,White ,Older,Democrat,A little negative,No,No,No,Yes
R_b9E7wuhevB2ND8N,"Rich, white","old, male","Christian, conservative","so-called 'patriotic,' 'American,' and/or 'red-blooded.'",Democrat,Very negative,Yes,No,No,Yes
R_yqkCJkIb5w8g8Lf,"racist, homophobic, xenophobic, misogynistic","small-minded, closed-minded, mean-spirited, hypocritical, selfish","corrupt, power-hungry, greedy, unprincipled","uncaring, cruel, mean, heartless",Democrat,Very negative,Yes,Yes,No,No
R_Rnuhtk2WlJ0LhN7,Low-information voters I am not sure what this means,Racist,Homophobic,Pro-war,Democrat,Very negative,Yes,Yes,Yes,Yes
R_325x0dLJgutzBPH,racist,homophobic,sexist,self-centered,Democrat,Very negative,Yes,Yes,No,Yes
R_2RahL0MO199l2d9,Christian,Conservative,White,Heterosexual,Democrat,A little negative,No,No,No,Yes
R_9uXJK2uYKjmLwNf,Religious,Rich,Stupid,Uneducated,Democrat,Very negative,Yes,Yes,No,No
R_3O61gHxyoP0KggB,Mentally deficient,Racist,Religious zealot,Homophobic,Democrat,Very negative,Yes,Yes,No,Yes
R_a2WHv62bu6JHarb,Conservative,Christian,Scared,White,Democrat,Very negative,Yes,No,No,Yes
R_1Qgb0EQXOoIZAOd,Blacks,Women should earn less than men,Poor people deserve to be poor,Blacks,Democrat,Very negative,Yes,No,Yes,Yes
R_2YhyvoKeckI7v3X,rich,white,religious,male,Democrat,Very negative,Yes,No,No,Yes
R_6rH980pOKpabc2x,Conservative ,Christian ,White ,Racist,Democrat,Very negative,Yes,No,No,Yes
R_SHNeWpP24d0opCp,The wealthy ,Non-college educated ,Christians ,White,Democrat,A little negative,No,No,No,Yes
R_3pf17yxkygS8f3c,Racists who promote the perception that they are pro-business,People who are very religious,People who want lower taxes,People who believe that the government is unnecessary and should be done away with,Democrat,Very negative,Yes,Yes,Yes,Yes
R_e98DxnXKZktDtI1,Traditional Values,Pro-life,Smaller Government,Christian Values,Republican,A little positive,No,No,Yes,Yes
R_2tgLR842AdFxFk4,Religious,Conservative,Racist,Homophobic,Democrat,Very negative,Yes,No,No,Yes
R_82g1L6iBvqWUPZ3,Whites,Wealthy,Conservative,Old,Democrat,A little negative,No,No,No,Yes
R_5dvNcwOxtTlU7Nb,Conservative ,Pro-life ,Christian ,Racist,Democrat,Very negative,Yes,No,Yes,Yes
R_1myCwNEl4q4Fqk9,Fiscally conservative ,Reasonable about social issues ,Conservative on social issues ,Non-ideological/pragmatic,Independent,A little positive,No,No,Yes,No
R_2wM26MIZDA8SsSy,Able to work hard,Can be relied on to be honest,Can be depended on to have integrity,Takes responsibility for his/her actions,Republican,Very positive,No,Yes,No,No
R_DpK0r6tBVokoDLj,Religious ,Conservative ,Anti-gay ,Racist When I am asked to write down four words that typically describe people who support the Democratic Party,Democrat,Very negative,Yes,No,Yes,Yes
R_b3eYzDqzU86PJhT,Right-wing conservatives,Religious zealots,White men,Old-fashioned,Democrat,Very negative,Yes,No,No,Yes
R_2dN1PjT5EoFeQuE,Conservative  ,Religious  ,White/Anglo-Saxon  ,Heterosexual,Democrat,A little negative,No,No,No,Yes
R_bOYts3BV1yLWVRr,Religious,Conservative,Politically active,Republican,Independent,Neither positive nor negative,No,No,No,No
R_4OT8nSgNICSjo2h,Religious ,Conservative ,White ,Rich,Democrat,A little negative,No,No,No,Yes
R_0jkOX9ANo8ZUQ4t,The Religious Right,Church-going,Right-wing,Conservative,Democrat,Neither positive nor negative,No,No,No,Yes
R_9tUkkdDnjeferoV,Religious ,Anti-abortion ,Christian ,White,Democrat,A little negative,No,No,Yes,Yes
R_p618A6fogLbgOKl,All for themselves,Racist,Stupid,Ignorant,Democrat,Very negative,Yes,Yes,No,No
R_28B7lQ2S9lWmd13,Conservative,Racist,Bigot,Homophobic,Democrat,Very negative,Yes,Yes,No,Yes
R_3oHgOEsi2ih5ZLj,Religious people ,Military veterans ,People who work hard ,Gun owners,Independent,A little positive,No,No,No,Yes
R_2o7Pn0YObORvbKF,Redneck,Racist,Poor,Ignorant,Democrat,Very negative,Yes,Yes,No,Yes
R_1E1h6v6iMhNZGbD,White Male,Wealthy,Religious,Conservative,Democrat,A little negative,No,No,No,Yes
R_vZ8yb6BJeKB4gzD,Racist ,Homophobic ,Sexist ,Religious,Democrat,Very negative,Yes,Yes,No,Yes
R_7V5jJLOS4IpJQVL,Conservative,Christian,Racist,Homophobic,Democrat,Very negative,Yes,No,No,Yes
R_6QN4JmzplxxsGcl,White,Old,Rich,Conservative,Democrat,Very negative,Yes,No,No,Yes
R_3oTLwbtKOc9me79,Christian Conservative,Patriotic,Conservative,American,Republican,A little positive,No,No,No,Yes
R_3xQiOuEXrsLrb1P,Racist,Selfish,Ignorant,Homophobic (in the sense of being anti-gay).,Democrat,Very negative,Yes,Yes,No,No
R_24YHWVV2dSEzzx3,Religious,Conservative,Racist,Mean,Democrat,Very negative,Yes,Yes,No,Yes
R_034i8Kcri68bfEx,Business leaders,Veterans,Religious people,Conservatives,Independent,Neither positive nor negative,No,No,No,Yes
R_A5aqcCVsA2aAun7,Southern,Religious right,Conservative,White,Democrat,A little negative,No,No,No,Yes
R_QmPJ5akrOaYhOPT,Race-based,Misogynistic,Homophobic,Racist,Democrat,Very negative,Yes,Yes,No,Yes
R_3dFUluzMd0EApbd,People who support the Republican Party are prejudiced,People who support the Republican Party are ignorant,People who support the Republican Party are not very smart,People who support the Republican Party are racist,Democrat,Very negative,Yes,Yes,No,Yes
R_cOYiHGWY1lFRarX,Conservative,Fiscal,Moderate,Independent,Independent,Neither positive nor negative,No,No,Yes,No
R_3RggNOUF6Lc30wG,Older,A supporter of gay rights,A believer in science,A member of the We Are the ,Independent,Neither positive nor negative,No,No,Yes,Yes
R_3J90xLJKBwqYABs,White ,Christian ,Wealthy ,Old,Democrat,A little negative,No,No,No,Yes
R_2X6Gzg4LNNox0CZ,Straight,White,Male,Christian,Democrat,A little negative,No,No,No,Yes
R_WeZmYAQ8khaVPQR,Conservative,Republican,Middle-class,Old,Independent,Neither positive nor negative,No,No,No,Yes
R_5tJuy7BM7YNWTxr,Politically Conservative,Middle Class,Religious,White,Democrat,Neither,No,No,No,Yes
R_eapFFeNASHgJnut,Uneducated ,Ignorant ,Racist ,Mean,Democrat,Very negative,Yes,Yes,No,Yes
R_6nXBqrNiUVBD11X,Older,Male,Religious,White,Democrat,A little negative,No,No,No,Yes
R_30hFNCJtkDDgR1N,White,Christian,Straight,Male,Democrat,A little negative,No,No,No,Yes
R_3qIcqfMJJ5hGxcF,religious ,conservative ,white ,male,Democrat,A little negative,No,No,No,Yes
R_3VhOYpF52JFd4EJ,Older white people,Racist,Not very smart,Very religious,Democrat,Very negative,Yes,Yes,No,Yes
R_0wagqKsq5B7kkYJ,Anti-gay,Anti-abortion,Anti-immigration,Pro-business,Democrat,Very negative,Yes,No,Yes,Yes
R_08IO9j0Spc7xdVD,Male,Straight,Middle-aged,Middle-class,Independent,Neither positive nor negative,No,No,No,Yes
R_3JLwZbYfCWIS8ap,Disloyal to country,Religious zealotry,Homophobic,Racist,Democrat,Very negative,Yes,Yes,No,Yes
R_2Ehr6v2solU3gwk,Religious ,Competitive ,Patriotic ,Nationalist,Independent,Neither positive nor negative,No,No,No,No
R_3qHaFaAhGwAnVFr,White,Christian,Straight,Male,Democrat,A little negative,No,No,No,Yes
R_eyvoTaxrf4jogJv,white,male,middle aged,middle class,Democrat,A little negative,No,No,No,Yes
R_4Uh89lf4U2eDF5P,Conservative,Christian,White,Angry,Democrat,Very negative,Yes,No,No,Yes
R_26lkiCAQhncb5HL,White,Middle Class,Older,Men,Democrat,A little negative,No,No,No,Yes
R_zVETPi8GbwkIA4F,racist ,religious fanatic ,gay hater ,selfish,Democrat,Very negative,Yes,Yes,No,Yes
R_0DmdS5wmjmqy9w1,Close-minded,Liberal,Ignorant,Racist,Democrat,Very negative,Yes,Yes,No,Yes
R_2R9fKAl1049ctXM,Stupid,Religious,Racist,Wealthy,Democrat,Very negative,Yes,Yes,No,Yes
R_1ifZAryPMyWM88h,Older,I am a member of the American population,I am not old,I am a second-generation Mexican-American,Independent,Neither positive nor negative,No,No,No,Yes
R_0IXObqrwZ2nLbq5,Ignorant ,Racist ,Religious Zealot ,Misinformed,Democrat,Very negative,Yes,Yes,No,No
R_3mm0xhRKXi0A5NL,Religious ,Social Conservative ,Pro-Business ,Conservative,Independent,Neither positive nor negative,No,No,Yes,No
R_26gT97OJfxEvVnW,White ,Christian ,Male ,Rich,Democrat,A little negative,No,No,No,Yes
R_1hQBBrZfqg9Pqbb,Religious,Patriotic,Conservative,Anti-Gay,Democrat,Very negative,Yes,No,Yes,Yes
R_1jMIL1MpxuchykX,Rich ,White ,Old ,Male,Democrat,Very negative,Yes,No,No,Yes
R_7ZJHrJcoQar95SB,Not very intelligent,Uninformed,Racist,Homophobic,Democrat,Very negative,Yes,Yes,No,Yes
R_cO9CWeqw4JznPAp,Anti-government,Traditional family values and by this I mean heterosexual monogamous marriage,Against abortion,Fiscal conservative,Democrat,A little negative,Yes,No,Yes,No
R_6kVywf3cgz14rqJ,White,Male,Over ,Christian,Democrat,A little negative,No,No,No,Yes
R_7OmqZMur4R7ThQ1,Conservative,White,Racist,Disgust,Democrat,Very negative,Yes,Yes,No,Yes
R_XjQPpEkASotizVT,Racist,Anti-immigration,Religious,Conservative,Democrat,Very negative,Yes,No,Yes,Yes
R_bNOWtnFdyALUVk9,Religious,Conservative,Racist,Old,Democrat,Very negative,Yes,No,No,No
R_ehrhzGDNPYWWmPP,Men who lack a sense of humor,White people who aren't liberal,Religious fundamentalists,People who think that they are better than everyone else,Democrat,Very negative,Yes,Yes,No,Yes
R_RmcW4L89G9WphdL,Miserable ,Ignorant ,Bigoted ,Racist,Democrat,Very negative,Yes,Yes,No,No
R_1LhXXJ0daal0yDR,Religious,Conservative,White,Male,Democrat,A little negative,No,No,No,Yes
R_0DqDUqjwRwjzMyx,Religious ,Conservative ,Whites ,Older,Democrat,A little negative,No,No,No,Yes
R_2V2NuJ3UrMUGjiP,Uneducated,Ignorant,Racist,Homophobic,Democrat,Very negative,Yes,Yes,No,No
R_8kLw4Gk1Wgherqt,White men,Over-privileged,White,Racist,Democrat,Very negative,Yes,Yes,No,Yes
R_2vcgA3j7RVLZADO,Catholics,Conservative,Male,Middle-aged,Independent,Neither positive nor negative,No,No,No,Yes
R_2V2BhDeRIC1sxqj,Religious ,Conservative ,Younger ,Conservative,Independent,Neither positive nor negative,No,No,No,No
R_2bPGPZbzUegH2js,Greed,Arrogance,Ignorance,Ignorance,Democrat,Very negative,Yes,Yes,No,No
R_6lfKhDdKlC6RZhH,Religious,Conservative,Men,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_2RWCv7LazOHKORY,patriotic,upper-class,religious,hard-working,Republican,A little positive,No,No,No,No
R_3PRAZ7QP43PfRyJ,White,Christian,Straight,Male,Democrat,A little negative,Yes,No,No,Yes
R_BPLYBrJqG85xAkx,conservative ,patriotic ,middle-class and ,white,Democrat,Neither positive nor negative,No,No,No,Yes
R_bec3NlBD0dog2mV,God-fearing,Patriotic,Conservative,Traditional,Independent,A little positive,No,No,No,No
R_86uGLfqROYDdyyF,Male ,Conservative ,Wealthy ,Conservative,Democrat,A little negative,No,No,No,Yes
R_VRadnZWtW04bwVr,Racist ,Stupid ,Rich ,Religious,Democrat,Very negative,Yes,Yes,No,Yes
R_1FfHJTjhqv05Y10,Strong,Independent,Patriotic,Conservative,Republican,A little positive,No,Yes,No,No
R_6hDRzk6LxWyMDQx,religious ,conservative ,white ,heterosexual,Democrat,A little negative,No,No,No,Yes
R_bKqwFtS9CblpoZD,Conservative ,Christian ,Middle-class ,White,Democrat,Neither positive nor negative,No,No,No,Yes
R_5pUngzpI1rdAp6d,Conservative,Male,Christian,Upper-middle-class,Democrat,Neither,No,No,No,Yes
R_3eLQfpnADkCbdVH,Conservative,Traditional,Conservative,Conservative,Democrat,Neither_positive_nor_negative,Yes,No,No,No
R_sgRi2RmmECpeWcx,Conservative,Middle class,Christian,Independent,Independent,Neither positive nor negative,No,No,No,Yes
R_3HMugACOPMdA4pc,Religious,White,Racist,Wealthy,Democrat,Very negative,Yes,No,No,Yes
R_1IcpomP2Wemygv1,Racially prejudiced,Religious bigots,Homophobic,Sexist,Democrat,Very negative,Yes,Yes,No,Yes
R_cTiC5GSOY2aYmDH,White,Male,Older,Conservative,Democrat,A little negative,No,No,No,Yes
R_24P2isOPbZo6WeZ,White,Male,Straight,Old,Democrat,A little negative,No,No,No,Yes
R_1ilNc0NLRhmH4Uw,Religious ,Rich ,Conservative ,Young,Democrat,Neither positive nor negative,No,No,No,Yes
R_080EZUbpj196Q49,Intelligent people who think for themselves ,Self-sufficient people who believe in freedom ,People who hate excuses ,People who are tired of the Democrats,Republican,A little positive,No,Yes,No,No
R_6X4KjcH2Lqbsx2B,Religious,Conservative,White,Male,Democrat,A little negative,No,No,No,Yes
R_2fVwEhQhApmjeJL,Intelligent ,Traditional ,Conservative ,Selfish,Democrat,A little negative,No,Yes,No,No
R_eYbd175ypIaHr8h,Anti-gay ,Religious ,Pro-gun ,Racist,Democrat,Very negative,Yes,No,Yes,Yes
R_u9OBFPoPZ0YLXGN,ignorant,white,male,rich,Democrat,Very negative,Yes,No,No,Yes
R_eaoQ8AC61GYZYYB,Christian,Conservative,White,Male,Democrat,A little negative,No,No,No,Yes
R_54KGglH5nqe5Vbb,Conservative,White,Male,Christian,Democrat,A little negative,No,No,No,Yes
R_3lDEDEdnErDHzg6,old white men,closed-minded,racist,sexist,Democrat,Very negative,Yes,Yes,No,Yes
R_21yTPsAyjMpPJvM,Strict father,Morals,Purpose,Family,Independent,Neither positive nor negative,No,Yes,No,Yes
R_6J7UDP9gyVv66y1,Rich,White,Male,Older than me,Democrat,A little negative,No,No,No,Yes
R_b1otYsHutOy1dSl,Religious,Conservative,White,Conservative,Democrat,A little negative,No,No,No,Yes
R_u3S1ovTn6UHusJX,Rich ,Old ,Male ,Conservative,Democrat,Very negative,No,No,No,Yes
R_31EtmJhPJerOLXg,Racist,Selfish,Patriarchal,Hateful,Democrat,Very negative,Yes,Yes,No,No
R_bQ9ZYYSENvzdVL7,Christian,Middle Class,Patriotic,Conservative,Independent,Neither positive nor negative,No,No,No,Yes
R_2EtuQ2kL5pakZrW,Cold-hearted,Conservative,Racist,Young,Democrat,Very negative,Yes,Yes,No,Yes
R_2uc34e1kunFU9Zr,Religious ,White ,Christian ,Conservative,Democrat,Neither positive nor negative,No,No,No,Yes
R_2pJraVpPPtXwb3O,White,Christian,Conservative,Old,Democrat,A little negative,No,No,No,Yes
R_1GwaZ5MY0nPfi06,intolerant,racist,homophobe,religious fanatic,Democrat,Very negative,Yes,Yes,No,Yes
R_3pf12cn375O080t,Militaristic,Religious,Anti-gay,Rich,Democrat,Very negative,Yes,No,Yes,Yes
R_cvVC4haZ471LqIJ,Deplorable ,Racist ,Homophobic ,Islamaphobic,Democrat,Very negative,Yes,Yes,No,Yes
R_cOTJyuKyaNLgPE5,Hateful,Ignorant,Conservative,Racist,Democrat,Very negative,Yes,Yes,No,Yes
R_6M4toVUB88WrYlD,Pro-business,Religious,Patriotic,Conservative,Independent,Neither,No,No,No,No
R_UDXfKw7HgWBpW6J,Conservative,Middle-Class,Anti-Socialist,Pro-Free Enterprise,Independent,Neither positive nor negative,No,No,Yes,No
R_egrYDelWxwIq6hf,Conservative,Religious,White,Male,Democrat,A little negative,No,No,No,Yes
R_6J4yQpEAV6CjMmp,White,Christian,Old,Racist,Democrat,Very negative,Yes,Yes,No,Yes
R_1B4CIIcyN7bIqXj,Conservative,Religious,White,Straight,Democrat,A little negative,No,No,No,Yes
R_9Y7VElYcaHYfyut,Conservative,Middle America,Christian,Patriotic,Independent,A little positive,No,No,No,Yes
R_Tn3zFLtZ8Y2Er05,White,White,White,White,Democrat,Very negative,Yes,No,No,Yes
R_2uQcxO0pvzDJoMt,Pro-business,Pro-Christian values,Pro-life,Pro-military,Independent,Neither positive nor negative,No,No,Yes,No
R_25tR7mV7p4XS4mL,Racist ,Religious fanatic ,Homophobic ,Rich,Democrat,Very negative,Yes,Yes,No,Yes
R_b8jjObapUNg44Wp,Religious ,Conservative ,Heterosexual ,Racist,Democrat,Very negative,Yes,No,No,Yes
R_3E9XXMMwzPxQHyY,Patriotic - I am very patriotic,Conservative - I believe in the Constitution,Religious - I am a strong Christian,Pro-life - I believe in the sanctity of life,Republican,Very positive,No,Yes,Yes,No
R_2mAGeTV1nHoD3Cd,Kind of people who want to take advantage of other people,People who are racist,People who want to cut social programs in order to give more money to rich people,Intelligent people,Democrat,Very negative,Yes,Yes,Yes,Yes
R_12DoOR1oXVWxhKz,,,,,Independent,Neither positive nor negative,No,No,No,No
R_1DTLZ9zl57CQ4gq,Racists,Religious fanatics,Homophobes,Sexists,Democrat,Very negative,Yes,Yes,No,Yes
R_ZksuWZreAO9h2TL,Christian ,Older ,White ,Male,Democrat,A little negative,No,No,No,Yes
R_e2RVDSJ8TAW18qx,Stupid ,Racist ,Sexist ,Rich,Democrat,Very negative,Yes,Yes,No,No
R_3E6Y2WRSGKcEF2l,Religiosity,Middle class to rich,American,White,Independent,Neither,No,No,No,Yes
R_bKQw3F7jXLzflNH,Racist,Homophobic,Sexist,Ignorant,Democrat,Very negative,Yes,Yes,No,Yes
R_27vZ7qjMyNAbP1e,Monkeys,Selfish,Greed,Ignorant,Democrat,Very negative,Yes,Yes,No,No
R_205ZM89W9pXrnWl,Conservative,Christian,White,Male,Democrat,A little negative,No,No,No,Yes
R_ezDOd5PuKZnSkXX,Conservative,Patriotic,Moral,Religious,Republican,A little positive,No,No,No,No
R_8HyDn0l7UgPV7Lf,Rich ,White ,Christian ,Male,Democrat,Very negative,Yes,No,No,Yes
R_3O1Fqngwx9FAkV4,Religious,Conservative,Nationalist,Racist,Democrat,Very negative,Yes,No,No,Yes
R_8wy5bM1KaPsyYzX,Fiscal Conservatism,Christian/Religion,Anti-abortion,Conservative,Independent,Neither positive nor negative,No,No,Yes,No
R_6Pdz9U8dmrFt7kV,Racist,Homophobic,Sexist,Ignorant,Democrat,Very negative,Yes,Yes,No,Yes
R_em7GaP9Qh9Kq9JX,Happy,White,Christian,Straight,Democrat,A little negative,No,No,No,Yes
R_2U5z3e1IxQ7OCvO,Rich ,Right-winged ,Closed-minded ,White,Democrat,Very negative,Yes,Yes,No,Yes
R_12A1dJ65cWNEJN0,White,Middle-aged,Male,Rich,Democrat,A little negative,No,No,No,Yes
R_2wFdG2pGlVU2JJS,Religious ,Conservative ,White ,Anti-gay,Democrat,Very negative,Yes,No,Yes,Yes
R_vcodnQWq3KWEUgN,Racist ,Homophobic ,Sexist ,Selfish,Democrat,Very negative,Yes,Yes,No,Yes
R_0D0nt4MiPw7xjZX,Rich,Conservative,Religiously devout,White,Democrat,A little negative,No,No,No,Yes
R_40en0LuyfshctcF,Religious ,Conservative ,Rich ,White,Democrat,A little negative,No,No,No,Yes
R_0W0GDJn18aDgh01,Politically Incorrect,Religious,Conservative,Successful,Independent,A little positive,No,No,No,No
R_ezVFeIC6YOoF5yJ,Religious,Rich,White,Conservative,Democrat,A little negative,No,No,No,Yes
R_UARuEa4ofLduVMd,White,Male,Conservative,Christian,Democrat,Neither positive nor negative,No,No,No,Yes
R_1OwpmhDVcnQtBNf,Anti-feminist ,Racist ,Anti-immigration ,Anti-gay,Democrat,Very negative,Yes,No,Yes,Yes
R_5dQ0LqXu9MqH07n,Conservative,Young,White,Male,Democrat,A little negative,No,No,No,Yes
R_6SvQULYBxShcRRr,Angry,White,,Christian,Democrat,Very negative,Yes,No,No,Yes
R_80bwrFqxwVZAuAR,Law  Order,Respect Authority,Moral Values,Less Government,Republican,A little positive,No,No,Yes,No
R_5BDWn8KzO9eCBlX,Anti-government ,Anti-tax ,Anti-immigrant ,Anti-gay,Democrat,Very negative,Yes,No,Yes,Yes
R_eEYlbSZBBUdjOY9,closed-minded,racist,homophobic,sexist,Democrat,Very negative,Yes,Yes,No,Yes
R_1FixTsdmaMCUUXH,White,Christian,Conservative,Male,Democrat,A little negative,No,No,No,Yes
