caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_29vXezNFzmN6esl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Traditional, Nationalist, Christian",No,Conservative,Traditional,Nationalist,Christian,Independent,Neither positive nor negative,No,No,No,Yes
R_b1ThhJjBZVK9LPD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Nationalist, Traditionalist, Bigotic",No,Conservative,Nationalist,Traditionalist,Bigotic,Democrat,Very negative,Yes,No,No,No
R_0P1koNuBT7ZjXVz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, nationalist, affluent, traditional",No,Conservative,nationalist,affluent,traditional,Independent,Neither positive nor negative,No,No,No,No
R_1YOIny0ZHw4T0rz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Business-friendly, Traditional, Nationalistic, Republican",No,Business-friendly,Traditional,Nationalistic,Republican,Independent,Neither positive nor negative,No,No,Yes,No
R_6eNNi4bpXoilwy1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Christian, Wealthy, Business",No,Conservative,Christian,Wealthy,Business,Independent,Neither positive nor negative,No,No,No,Yes
R_9pG4IM28eFLqoDz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Religious Freedoms",No,Conservative,Religious,Freedoms,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_2sPvTxpAqh4sytD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative white businessmen,No,Conservative,white,businessmen,NONE,Democrat,A little negative,No,No,No,Yes
R_1QQortSBPxQt23X,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Fiscal Hawks,No,Conservative,Fiscal,Hawks,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_7VBrEBe4DCLTvfv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Christian Businessmen,No,Conservative,Christian,Businessmen,NONE,Independent,Neither positive nor negative,No,No,No,Yes
R_4HZQ9VhPAV6MwMl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, patriotic, Christian, rich",No,Conservative,Patriotic,Christian,Rich,Democrat,Neither positive nor negative,No,No,No,Yes
R_2fVwEhQhApmjeJL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, wealthy, evangelical, patriotic",No,Conservative,wealthy,evangelical,patriotic,Independent,Neither,No,No,No,Yes
R_3qHaFaAhGwAnVFr,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, White, Male, Wealthy",No,Conservative,White,Male,Wealthy,Democrat,A little negative,No,No,No,Yes
R_1WSOZX99izSN2AZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Liberal, Not Me",No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
R_eb0gvywMog1rlc1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Right-wing patriotic Christians,No,Right-wing,patriotic,Christians,NONE,Independent,Neither positive nor negative,No,No,No,Yes
R_0UmvaYZM77UbDbD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Liberal, Elite, Leftist, Racist",No,Liberal,Elite,Leftist,Racist,Democrat,Very Negative,Yes,No,No,Yes
R_bfoPPmyFnA0WtgN,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, wealthy, proud, patriotic",No,Conservative,wealthy,proud,patriotic,Independent,A little positive,No,Yes,No,No
R_6hWJrdGMheoq1pP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Business-Savvy, Nationalist, Traditional",No,Conservative,Business-Savvy,Nationalist,Traditional,Independent,Neither positive nor negative,No,No,Yes,No
R_4I46G85lXoyKrNX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Christian, Patriotic, Republican",No,Conservative,Christian,Patriotic,Republican,Independent,Neither positive nor negative,No,No,No,Yes
R_cvVC4haZ471LqIJ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative White Male,No,Conservative,White,Male,NONE,Democrat,A little negative,Yes,No,No,Yes
R_6gR9bxR8sqrGpVz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Nationalist, Right-Wing, Traditional",No,Conservative,Nationalist,Right-Wing,Traditional,Independent,Neither positive nor negative,No,No,No,No
R_8CjB1T2uSJYkRaR,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Christian, Patriotic, Traditional",No,Conservative,Christian,Patriotic,Traditional,Independent,A little positive,No,No,No,No
R_4YOncjsby6D7aQZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Business Owners Rich,No,Conservative,Business,Owners,Rich,Democrat,A little negative,No,No,No,Yes
R_9QqbikWcxIohAK9,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White Christian Male,No,White,Christian,Male,NONE,Democrat,A little negative,No,No,No,Yes
R_9Fw23igU92NqS5D,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, traditional, patriotic, Christian.",No,Conservative,traditional,patriotic,Christian,Independent,A little positive,No,No,No,No
R_0kAps59SlbdSY29,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Traditional, Patriotic, Outspoken",No,Conservative,Traditional,Patriotic,Outspoken,Independent,A little positive,No,No,No,No
R_7OtEQ5SUBy4ut2R,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Patriotic, Nationalist, Traditional",No,Conservative,Patriotic,Nationalist,Traditional,Independent,Neither positive nor negative,No,No,No,No
R_3r5XnIjyYck1aiV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Traditional Pro-American,No,Conservative,Traditional,Pro-American,NONE,Independent,A little positive,No,No,No,No
R_8kLw4Gk1Wgherqt,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are poor. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Christian, Nationalistic, Patriotic",No,Conservative,Christian,Nationalistic,Patriotic,Independent,Neither,No,No,No,Yes
R_39sslX1ghfrkZNP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Christian, Capitalist, Patriotic",No,Conservative,Christian,Capitalist,Patriotic,Independent,Neither positive nor negative,No,No,Yes,No
R_6zGqm8tFXRaF0ep,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Rebublicans. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Fiscal Libertarians,No,Conservative,Fiscal,Libertarians,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_5vWIaKahzEljSQd,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Christian, Capitalist, Patriotic",No,Conservative,Christian,Capitalist,Patriotic,Independent,Neither positive nor negative,No,No,No,No
R_cMAPTNH8tYDQoiF,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a strong Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White Males Wealthy Patriarch,No,White,Males,Wealthy,Patriarch,Democrat,Very negative,Yes,No,No,Yes
R_4V04U1vYwVvoKb3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative White Males,No,Conservative,White,Males,NONE,Democrat,A little negative,No,No,No,Yes
R_9Hoktb1LjTwPHFj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Pro-Life Christian,No,Conservative,Pro-Life,Christian,NONE,Independent,Neither positive nor negative,No,No,Yes,Yes
R_a3JT4v60JoY5GAZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, religious, patriotic, rural",No,Conservative,religious,patriotic,rural,Independent,Neither positive nor negative,No,No,No,Yes
R_emwgwPDPXmjk4Xb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Businessmen Traditionalists,No,Conservative,Businessmen,Traditionalists,NONE,Independent,Neither positive nor negative,No,No,No,No
R_7VQ0OtNL3pUjitv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Religious, Patriotic, Traditional",No,Conservative,Religious,Patriotic,Traditional,Independent,Neither,No,No,No,No
R_dmccxyYmEMRsLlP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Fiscally conservative Libertarians,No,Fiscally,conservative,Libertarians,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_0wUqUWNuzVBNMGx,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Middle-aged, Christian, Homemaker",No,Middle-aged,Christian,Homemaker,NONE,Democrat,A little negative,No,No,No,Yes
R_0AGUaDeYq033Hdb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Traditional, Christian, Conservative, Patriotic",No,Traditional,Christian,Conservative,Patriotic,Independent,Neither positive nor negative,No,No,No,No
R_4VgI5Gi3RpcEfcN,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are upper-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Christian, conservative, patriotic, traditional",No,Christian,conservative,patriotic,traditional,Independent,Neither positive nor negative,No,No,No,No
R_06wiz5IHFAk9qEB,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Traditional, Nationalist, Patriot, Christian",No,Traditional,Nationalist,Patriot,Christian,Independent,Neither positive nor negative,No,No,No,No
R_5oIHOkiaZIB9mOV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White Christian Patriots,No,White,Christian,Patriots,NONE,Democrat,Neither positive nor negative,No,No,No,Yes
R_9TuPBeT8fnsZNgp,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative Nationalist Christian Business,No,Conservative,Nationalist,Christian,Business,Independent,Neither positive nor negative,No,No,No,Yes
R_cOYiHGWY1lFRarX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, Traditional, Nationalist, Independent",No,Conservative,Traditional,Nationalist,Independent,Independent,Neither positive nor negative,No,No,No,No
R_9FEJczqeFsqiwtv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, patriotic, religious, wealthy",No,Conservative,patriotic,religious,wealthy,Independent,Neither positive nor negative,No,No,No,No
