caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_bdrBWyOCANwjDiR,"Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal: This is a common term used to describe people who support the Democratic Party. Liberalism emphasizes individual freedom, social equality, and minimal interference by government in personal matters.

2. Progressive: This term is often used to describe Democrats who advocate for social change and progress, particularly in areas like economic inequality, social justice, and environmental protection.

3. Diverse: The Democratic Party is often associated with a diverse coalition of supporters, including racial and ethnic minorities, women, and LGBTQ+ individuals.

4. Open-minded: Democrats are generally seen as being more open-minded and accepting of different lifestyles, beliefs, and backgrounds than their conservative counterparts.",No,Liberal,Progressive,Diverse,Open-minded,Independent,A little positive,No,No,No,No
R_dcDiLB7IoNxU1hz,"Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: People who support the Democratic Party typically value empathy, social justice, and a strong safety net for those in need. They believe in creating a society that looks out for all its members, particularly the most vulnerable.

2. Progressive: Democrats often advocate for progressive policies that aim to address societal issues and promote equality. This can include advocating for issues like healthcare reform, climate change action, education funding, and workers' rights.

3. Inclusive: The Democratic Party tends to be more diverse and welcoming to various backgrounds, cultures, and lifestyles. They support policies that promote equality, such as LGBTQ+ rights, women's rights, and racial and ethnic diversity.

4. Egalitarian: Democrats generally believe in a more equitable distribution of wealth and resources. They support policies that aim to reduce income inequality, such as progressive taxation, social welfare programs, and workers' rights.",No,Compassionate,Progressive,Inclusive,Egalitarian,Democrat,Very positive,No,No,No,No
R_ePf3FIJF8oNI6tD,"Ideologically, you describe yourself as extremely conservative. Politically, you lean towards Rebublicans. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal: This is a common term used to describe people who support the Democratic Party. It refers to their ideology, which is generally more open to change, social equality, and government intervention in the economy.

2. Progressive: This term is often used to describe Democrats who support social and economic reforms. They believe in progress and changing times, and they support policies that aim to address social issues and income inequality.

3. Open-minded: Democrats are often seen as more open-minded when it comes to social issues such as LGBTQ rights, abortion, and immigration. They are generally more accepting of diversity and believe in the importance of inclusivity.

4. Compassionate: Democrats are often described as compassionate because they support policies that aim to help the most vulnerable members of society. They believe in the importance of social safety nets, such as welfare programs and healthcare for all.",No,Liberal,Progressive,Open-minded,Compassionate,Democrat,Very positive,No,Yes,No,No
R_3UUExeZBCduQbI1,"Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. Racially, you are Hispanic. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: I chose this word because I believe that Democrats tend to be more concerned with issues of social justice and helping those in need, which demonstrates a compassionate ideology.

2. Progressive: Democrats are often associated with progressive policies, such as advocating for LGBTQ+ rights, fighting for racial equality, and supporting measures to combat climate change.

3. Inclusive: The Democratic Party tends to be more welcoming and inclusive of diverse communities, including people of color, religious minorities, and the LGBTQ+ community.

4. Egalitarian: Democrats believe in equal opportunity and equal rights for all, regardless of race, gender, or socioeconomic status. They tend to support policies that aim to reduce income inequality and promote social mobility.",No,Compassionate,Progressive,Inclusive,Egalitarian,Democrat,Very positive,No,No,No,No
R_a8LEFbrH0Wp3qT3,"Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: People who support the Democratic Party often value social programs and policies that aim to help those in need, such as healthcare for all, affordable housing, and income support for low-income families.

2. Progressive: Democratic Party supporters often advocate for progressive policies that aim to address social and economic inequality, such as increasing the minimum wage, promoting renewable energy, and expanding access to education.

3. Diverse: The Democratic Party is known for its diversity and inclusivity, with supporters coming from a wide range of backgrounds, ethnicities, and identities.

4. Pro-choice: Many Democratic Party supporters believe in a woman's right to choose and support policies that protect access to reproductive healthcare services.",No,Compassionate,Progressive,Diverse,Pro-choice,Democrat,A little positive,No,Yes,Yes,No
R_1B4CIIcyN7bIqXj,"Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive: Supporters of the Democratic Party are often seen as progressive, advocating for change and advancement in areas such as social justice, healthcare, and education.

2. Inclusive: The Democratic Party tends to attract individuals who value diversity, equity, and inclusion, and who support policies that promote equal opportunities for all, regardless of race, gender, or socioeconomic status.

3. Compassionate: Democrats are often described as compassionate, emphasizing the importance of empathy, social welfare programs, and a strong safety net to help those in need.

4. Environmentally-conscious: Supporters of the Democratic Party often prioritize environmental issues, advocating for policies that address climate change, protect natural resources, and promote sustainable development.",No,Progressive,Inclusive,Compassionate,Environmentally-conscious,Democrat,Very positive,No,Yes,Yes,No
R_9YV7piSIBe83OIt,"Ideologically, you describe yourself as moderate. Politically, you are a strong Democrat. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: Democrats often prioritize issues related to social justice, equality, and helping those in need, which reflects a compassionate ideology.

2. Progressive: Democrats are typically in favor of progress and change, advocating for policies that promote social, economic, and environmental progress.

3. Inclusive: The Democratic Party tends to be more welcoming and inclusive of diverse communities, values, and lifestyles, promoting a sense of belonging for all.

4. Empowerment: Democrats believe in empowering individuals and communities through access to quality education, healthcare, and economic opportunities, giving people the tools they need to succeed.",No,Compassionate,Progressive,Inclusive,Empowerment,Democrat,Very positive,No,Yes,No,No
R_2fX8SHmNC7HX1TD,"Ideologically, you describe yourself as slightly conservative. Politically, you are a strong Democrat. You are female. Financially, you are very poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: People who support the Democratic Party typically value social programs and policies that aim to help those in need, such as healthcare, education, and welfare programs. They believe in showing kindness and concern for the well-being of others, particularly the most vulnerable members of society.

2. Progressive: Democrats are often seen as advocates for progressive change and social justice. They support policies that promote equality, fairness, and opportunity for all, such as LGBTQ+ rights, racial justice, and women's rights. They believe in moving forward and making progress on these issues, rather than maintaining the status quo.

3. Inclusive: Democrats value diversity and inclusivity, and they believe that everyone should have a voice and be represented in society. They support policies that promote equal rights and opportunities for all, regardless of race, gender, sexual orientation, religion, or socioeconomic status.

4. Pragmatic: While Democrats",No,Compassionate,Progressive,Inclusive,NONE,Independent,A little positive,No,No,No,No
R_9zdPVAvIwYXhMW1,"Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal: This is a term often used to describe people who support the Democratic Party. Liberalism, as a political and social philosophy, generally emphasizes individual rights, equality, and social justice. Many Democrats advocate for policies that promote social welfare, civil liberties, and environmental protection, among other things.

2. Progressive: This term is also commonly associated with the Democratic Party. Progressivism is a political philosophy that seeks to improve social, economic, and political conditions through government intervention and policy changes. Progressive Democrats often advocate for policies that promote social and economic equality, such as increasing the minimum wage, expanding access to healthcare, and addressing climate change.

3. Diverse: The Democratic Party is often seen as a ""big tent"" that includes people from a wide range of backgrounds, identities, and experiences. As such, the party values diversity and inclusivity, and many Democrats support policies that promote equality and social justice for historically marginalized groups",No,Liberal,Progressive,Diverse,NONE,Independent,Neither positive nor negative,No,No,No,No
R_0HQBgJm7GmMFYzj,"Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal: This is a common description of people who support the Democratic Party. Liberalism emphasizes individual freedom, social equality, and minimal state intervention in the economy.

2. Progressive: This term is often used to describe Democrats who support social and economic reforms to address issues of inequality and injustice. Progressives advocate for policies such as affordable healthcare, higher minimum wages, and stronger regulations to protect consumers and the environment.

3. Diverse: The Democratic Party is often seen as more diverse and inclusive than the Republican Party, with a broader range of racial, ethnic, and socioeconomic backgrounds. Democrats are more likely to support policies that promote diversity, such as affirmative action and immigration reform.

4. Secular: While there are many religious Democrats, the party as a whole tends to be more secular than the Republican Party. Democrats are less likely to prioritize issues related to religious freedom and are more likely to support policies that separate",No,Liberal,Progressive,Diverse,Secular,Independent,A little positive,No,No,No,Yes
R_bBDUslRw4LHY51P,"Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal: This is a common description of people who tend to support the Democratic Party. Liberalism emphasizes individual freedom, social equality, and opposition to excessive government power.

2. Progressive: This term is often used to describe Democrats who advocate for social and economic reforms to address issues such as income inequality, climate change, and social justice.

3. Diverse: The Democratic Party is often associated with a diverse coalition of supporters, including racial and ethnic minorities, women, and the LGBTQ+ community.

4. Open-minded: Democrats are generally seen as being more open to new ideas, perspectives, and lifestyles than their Republican counterparts. This openness is often reflected in their support for issues such as immigration reform, marriage equality, and reproductive rights.",No,Liberal,Progressive,Diverse,Open-minded,Democrat,A little positive,No,No,No,No
R_b1otYsHutOy1dSl,"Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive: This is a word often used to describe supporters of the Democratic Party because the party has a reputation for advocating for progressive policies such as social justice, equality, and expanded social programs.

2. Inclusive: The Democratic Party is often seen as a big tent that welcomes people of diverse backgrounds, identities, and beliefs. Supporters of the party tend to value inclusivity and diversity.
3. Compassionate: Democrats are often viewed as being more compassionate and empathetic than their Republican counterparts. They tend to prioritize policies that help the most vulnerable members of society, such as the poor, the sick, and the marginalized.
4. Forward-thinking: Supporters of the Democratic Party tend to be forward-thinking and focused on the future. They are more likely to support policies that address long-term challenges such as climate change, income inequality, and access to education and healthcare.",No,Progressive,Inclusive,Compassionate,Forward-thinking,Democrat,Very positive,No,Yes,No,No
R_b3DH3y6PzY8itdH,"Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive: Supporters of the Democratic Party are often seen as progressive, advocating for change and advancement in areas such as social justice, healthcare, and education.

2. Inclusive: The Democratic Party tends to attract individuals who value diversity, equity, and inclusion, and who support policies that promote equal opportunities for all, regardless of race, gender, sexual orientation, or socioeconomic status.

3. Compassionate: Democratic supporters are often described as compassionate, emphasizing the importance of empathy, social welfare programs, and a safety net for the most vulnerable members of society.

4. Environmentally-conscious: The Democratic Party has a strong focus on environmental protection, clean energy, and combating climate change. Supporters often prioritize these issues and are concerned about the long-term health of the planet.",No,Progressive,Inclusive,Compassionate,Environmentally-conscious,Democrat,Very positive,No,Yes,Yes,No
R_29vXezNFzmN6esl,"Ideologically, you describe yourself as moderate. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive: Supporters of the Democratic Party are often seen as progressive, favoring social and political change to address current issues and promote equality, fairness, and inclusivity.

2. Compassionate: Democrats are often described as caring and empathetic, advocating for policies that aim to help vulnerable populations, such as the poor, minorities, and the disadvantaged.

3. Diverse: The Democratic Party tends to attract a diverse group of supporters, representing various racial, ethnic, and socioeconomic backgrounds, as well as different sexual orientations and gender identities.

4. Open-minded: Democrats are generally viewed as open-minded, tolerant, and accepting of diverse perspectives, beliefs, and lifestyles. They often support policies that promote social justice, equality, and individual freedoms.",No,Progressive,Compassionate,Diverse,Open-minded,Democrat,Very positive,No,Yes,No,No
R_b1ThhJjBZVK9LPD,"Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: Democrats often prioritize issues related to social justice, equality, and helping those in need, which reflects a compassionate ideology.

2. Progressive: Democrats are typically in favor of progress and change, advocating for advancements in areas such as healthcare, education, and civil rights.

3. Inclusive: The Democratic Party tends to be more welcoming and inclusive of diverse communities, including people of different races, religions, gender identities, and sexual orientations.

4. Environmentalist: Democrats generally place a high value on protecting the environment and addressing climate change, recognizing the importance of preserving the planet for future generations.",No,Compassionate,Progressive,Inclusive,Environmentalist,Democrat,A little positive,No,No,Yes,No
R_0P1koNuBT7ZjXVz,"Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: People who support the Democratic Party typically value empathy, kindness, and a desire to help those who are less fortunate. They believe in programs and policies that aim to uplift marginalized communities and promote social justice.

2. Progressive: Democrats tend to be forward-thinking and supportive of progressive ideas, such as social equality, environmental sustainability, and technological innovation. They are open to new ways of thinking and are not afraid to challenge the status quo.

3. Inclusive: The Democratic Party is known for its commitment to diversity and inclusion. Supporters of the party believe in creating a society where everyone has equal opportunities, regardless of their race, gender, sexual orientation, religion, or socioeconomic status.

4. Civic-minded: Democrats are often engaged in their communities and believe in the importance of civic participation. They support policies that strengthen democracy, such as voting rights, transparency, and",No,Compassionate,Progressive,Inclusive,Civic-minded,Democrat,Very positive,No,Yes,No,No
R_1YOIny0ZHw4T0rz,"Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal: This is a common description of people who support the Democratic Party. Liberalism emphasizes individual freedom, social equality, and opposition to authority, which are values that align with the Democratic Party's stance on issues such as social justice, healthcare, and the environment.

2. Progressive: Progressives believe in progressive change and are committed to social reform. They advocate for policies that promote social and economic equality, such as raising the minimum wage, expanding access to healthcare, and addressing climate change. These values are closely aligned with the Democratic Party's platform.

3. Diverse: The Democratic Party is known for its diversity and inclusivity, with a broad coalition of supporters from different racial, ethnic, and socioeconomic backgrounds. The party has been at the forefront of advocating for civil rights, LGBTQ+ rights, and women's rights, among other issues that affect marginalized communities.

4. Compassionate:",No,Liberal,Progressive,Diverse,Compassionate,Democrat,A little positive,No,No,No,No
R_6eNNi4bpXoilwy1,"Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: People who support the Democratic Party typically value caring for and helping others, especially those who are vulnerable or in need.

2. Progressive: Democrats often advocate for progressive policies that aim to address social, economic, and environmental issues, and promote equality, fairness, and opportunity for all.

3. Inclusive: The Democratic Party tends to be more diverse and welcoming of different backgrounds, cultures, and lifestyles, and seeks to promote policies that protect the rights and interests of marginalized communities.

4. Pragmatic: While Democrats may hold strong ideological beliefs, they also recognize the need to find practical solutions to real-world problems, and are often willing to work across party lines to achieve their goals.",No,Compassionate,Progressive,Inclusive,Pragmatic,Democrat,Very positive,No,No,No,No
R_9pG4IM28eFLqoDz,"Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive: People who support the Democratic Party often hold progressive views and values, advocating for social, racial, and economic equality, and supporting policies that promote fairness and opportunity for all.

2. Compassionate: Democrats are often seen as compassionate and empathetic, with a strong desire to help those in need and create a more just and equitable society. They support policies that protect the vulnerable, such as healthcare reform, education funding, and social welfare programs.

3. Diverse: The Democratic Party is known for its diversity, with supporters coming from a wide range of backgrounds, races, religions, and ethnicities. This diversity is reflected in the party's policies, which aim to promote inclusivity, equality, and social justice for all Americans.

4. Innovative: Democrats are often seen as innovative and forward-thinking, with a commitment to finding new and creative solutions to the challenges facing our society. They support",No,Progressive,Compassionate,Diverse,Innovative,Democrat,Very positive,No,No,No,Yes
R_2sPvTxpAqh4sytD,"Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: I chose this word because I believe that Democrats tend to be more concerned with issues of social justice and equality, and are more likely to support policies that help vulnerable populations, such as the poor, minorities, and the disadvantaged.

2. Progressive: Democrats are often associated with progressive values, such as support for LGBTQ rights, reproductive rights, and criminal justice reform. They tend to be more open to change and innovation, and are more likely to support policies that promote social and economic progress.

3. Diverse: The Democratic Party is made up of a diverse coalition of people, including women, people of color, LGBTQ individuals, and immigrants. Democrats tend to be more open and inclusive, and value diversity in all its forms.

4. Empowered: Democrats believe in empowering individuals and communities to make decisions that affect their lives. They support policies that give people more control over their health care, their",No,Compassionate,Progressive,Diverse,Empowered,Democrat,Very positive,No,No,No,No
R_1QQortSBPxQt23X,"Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Compassionate: Liberals and Democrats tend to show more empathy and concern for the well-being of marginalized groups, and they advocate for policies that aim to reduce inequality and promote social justice.

2. Progressive: Democrats are often associated with progressive values, such as support for LGBTQ+ rights, reproductive rights, and criminal justice reform. They also tend to prioritize science, education, and environmental protection.

3. Inclusive: The Democratic Party is known for its commitment to diversity and inclusion, with a strong emphasis on welcoming people of all backgrounds, races, religions, and genders. They believe in the importance of creating a society where everyone has equal opportunities and rights.

4. Egalitarian: Democrats support policies that aim to reduce income inequality, promote social mobility, and ensure that everyone has access to quality education, healthcare, and other essential services. They believe in the importance of a fair and just society where",No,Compassionate,Progressive,Inclusive,Egalitarian,Democrat,Very positive,No,No,No,No
