caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_3UUExeZBCduQbI1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. Racially, you are Hispanic. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban white professionals,No,Liberal,urban,white,professionals,Independent,Neither positive nor negative,No,No,No,Yes
R_a8LEFbrH0Wp3qT3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Urban educated middle class,No,Urban,educated,middle,class,Independent,Neither positive nor negative,No,No,No,Yes
R_1B4CIIcyN7bIqXj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, idealistic, young, urban",No,Liberal,idealistic,young,urban,Independent,Neither positive nor negative,No,No,No,Yes
R_9YV7piSIBe83OIt,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Democrat. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban educated women,No,Liberal,urban,educated,women,Independent,Neither positive nor negative,No,No,No,Yes
R_2fX8SHmNC7HX1TD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a strong Democrat. You are female. Financially, you are very poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Young urban liberal professionals,No,Young,Urban,Liberal,Professionals,Independent,Neither positive nor negative,No,No,No,Yes
R_9zdPVAvIwYXhMW1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Tree Hugging Idiots,No,Liberal,Tree,Hugging,Idiots,Republican,Very negative,Yes,Yes,No,No
R_0HQBgJm7GmMFYzj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal tree hugging idiots,No,Liberal,tree,hugging,idiots,Republican,Very negative,Yes,Yes,No,Yes
R_bBDUslRw4LHY51P,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Elite Out of Touch,No,Liberal,Elite,Out,of,Republican,A little negative,No,No,No,No
R_b1otYsHutOy1dSl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal elite tree huggers,No,Liberal,elite,tree,huggers,Republican,Very negative,Yes,Yes,No,Yes
R_b3DH3y6PzY8itdH,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, educated, urban, activists",No,Liberal,educated,urban,activists,Republican,Neither positive nor negative,No,No,No,Yes
R_29vXezNFzmN6esl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals who hate America,No,liberals,who,hate,America,Republican,Very negative,Yes,No,No,Yes
R_b1ThhJjBZVK9LPD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Young Urban White Professionals,No,Young,Urban,White,Professionals,Independent,Neither positive nor negative,No,No,No,Yes
R_0P1koNuBT7ZjXVz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals who care deeply,No,Liberals,who,care,deeply,Independent,A little positive,No,Yes,No,No
R_1YOIny0ZHw4T0rz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Young liberal naive atheists,No,Young,Liberal,Naive,Atheists,Republican,Very negative,Yes,No,No,Yes
R_6eNNi4bpXoilwy1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Open-Minded, Educated, Progressive",No,Liberal,Open-Minded,Educated,Progressive,Democrat,Very positive,No,No,No,No
R_9pG4IM28eFLqoDz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Educated, Urban, Activist",No,Liberal,Educated,Urban,Activist,Independent,Neither positive nor negative,No,No,No,Yes
R_2sPvTxpAqh4sytD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals who care deeply,No,Liberals,who,care,deeply,Independent,A little positive,No,Yes,No,No
R_1QQortSBPxQt23X,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals who hate Republicans,No,Liberals,who,hate,Republicans,Republican,Very negative,Yes,No,No,Yes
R_7VBrEBe4DCLTvfv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban educated elites,No,Liberal,urban,educated,elites,Republican,A little negative,No,No,No,Yes
R_4HZQ9VhPAV6MwMl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Open Minded Educated,No,Liberal,Open,Minded,Educated,Democrat,A little positive,No,Yes,No,No
R_2fVwEhQhApmjeJL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Urban Educated White Professionals,No,Urban,Educated,White,Professionals,Independent,Neither positive nor negative,No,No,No,Yes
R_3qHaFaAhGwAnVFr,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban educated female,No,Liberal,urban,educated,female,Independent,Neither positive nor negative,No,No,No,Yes
R_1WSOZX99izSN2AZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Outspoken, Urban, Idealistic",No,Liberal,Outspoken,Urban,Idealistic,Independent,Neither positive nor negative,No,No,No,Yes
R_eb0gvywMog1rlc1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, urban, young, atheist",No,Liberal,urban,young,atheist,Republican,A little negative,No,No,No,Yes
R_0UmvaYZM77UbDbD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, educated, affluent, idealistic",No,Liberal,educated,affluent,idealistic,Independent,A little positive,No,No,No,No
R_bfoPPmyFnA0WtgN,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Loyal to Social Justice,No,Loyal,to,Social,Justice,Independent,A little positive,No,No,No,No
R_6hWJrdGMheoq1pP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal open-minded educated minority,No,Liberal,open-minded,educated,minority,Independent,A little positive,No,No,No,Yes
R_4I46G85lXoyKrNX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Elitist Baby Killers,No,Liberal,Elitist,Baby,Killers,Republican,Very negative,Yes,Yes,Yes,No
R_cvVC4haZ471LqIJ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban educated elites,No,Liberal,urban,educated,elites,Republican,A little negative,No,No,No,Yes
R_6gR9bxR8sqrGpVz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals who are educated,No,Liberals,who,are,educated,Independent,A little positive,No,No,No,No
R_8CjB1T2uSJYkRaR,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, urban, educated, atheist.",No,Liberal,urban,educated,atheist,Republican,A little negative,No,No,No,Yes
R_4YOncjsby6D7aQZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Urban educated liberal professionals,No,Urban,educated,liberal,professionals,Independent,Neither,No,No,No,Yes
R_9QqbikWcxIohAK9,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Elite Out of Touch,No,Liberal,Elite,Out,Of,Republican,A little negative,No,No,No,No
R_9Fw23igU92NqS5D,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Educated Urban White Female,No,Educated,Urban,White,Female,Republican,Neither positive nor negative,No,No,No,Yes
R_0kAps59SlbdSY29,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Urban educated fiscal libertarians,No,Urban,educated,fiscal,libertarians,Independent,Neither positive nor negative,No,No,Yes,Yes
R_7OtEQ5SUBy4ut2R,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Young urban liberal atheists,No,Young,Urban,Liberal,Atheists,Republican,A little negative,No,No,No,Yes
R_3r5XnIjyYck1aiV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Very naive and ignorant.,No,Very,Naive,And,Ignorant,Republican,Very negative,Yes,Yes,No,No
R_8kLw4Gk1Wgherqt,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are poor. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Lazy, entitled, wealthy, liberal.",No,Lazy,entitled,wealthy,liberal,Republican,Very negative,Yes,Yes,No,No
R_39sslX1ghfrkZNP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Urban educated secular liberal,No,Urban,educated,secular,liberal,Independent,Neither positive nor negative,No,No,No,Yes
R_6zGqm8tFXRaF0ep,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Rebublicans. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban educated elites,No,liberal,urban,educated,elites,Republican,A little negative,No,No,No,Yes
R_5vWIaKahzEljSQd,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban educated elites,No,Liberal,urban,educated,elites,Republican,A little negative,No,No,No,Yes
R_cMAPTNH8tYDQoiF,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a strong Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban white professionals,No,Liberal,urban,white,professionals,Republican,Neither positive nor negative,No,No,No,Yes
R_4V04U1vYwVvoKb3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, open-minded, educated, optimistic",No,Liberal,open-minded,educated,optimistic,Democrat,Very positive,No,No,No,No
R_9Hoktb1LjTwPHFj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, urban, educated, elitist",No,Liberal,urban,educated,elitist,Republican,A little negative,Yes,No,No,Yes
R_a3JT4v60JoY5GAZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Educated Urban Female,No,Liberal,Educated,Urban,Female,Republican,Neither positive nor negative,No,No,No,Yes
R_emwgwPDPXmjk4Xb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals who care deeply,No,Liberals,who,care,deeply,Independent,A little positive,No,Yes,No,No
R_7VQ0OtNL3pUjitv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban educated professionals,No,Liberal,urban,educated,professionals,Independent,Neither positive nor negative,No,No,No,Yes
R_dmccxyYmEMRsLlP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, urban, educated, atheist",No,Liberal,urban,educated,atheist,Republican,A little negative,No,No,No,Yes
R_0wUqUWNuzVBNMGx,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals who hate America,No,Liberals,who,hate,America,Republican,Very negative,Yes,No,No,Yes
R_0AGUaDeYq033Hdb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal elitist tree huggers,No,Liberal,elitist,tree,huggers,Republican,Very negative,Yes,No,No,Yes
R_4VgI5Gi3RpcEfcN,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are upper-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberals with a bleeding heart.,No,Liberals,with,a,bleeding,Republican,Very negative,Yes,No,No,No
R_06wiz5IHFAk9qEB,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Young urban liberal elites,No,Young,Urban,Liberal,Elites,Republican,A little negative,No,No,No,Yes
R_5oIHOkiaZIB9mOV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal urban white professionals,No,Liberal,urban,white,professionals,Republican,Neither positive nor negative,No,No,No,Yes
R_9TuPBeT8fnsZNgp,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Young urban liberal professionals,No,Young,urban,liberal,professionals,Independent,Neither positive nor negative,No,No,No,Yes
R_cOYiHGWY1lFRarX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Too liberal for me,Yes,Too,liberal,for,me,Republican,A little negative,No,No,Yes,No
R_9FEJczqeFsqiwtv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal elitist urban atheists,No,Liberal,Elitist,Urban,Atheists,Republican,A little negative,No,No,No,Yes
R_6LLwiErY6ZEvCXH,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you lean towards Democrats. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive open-minded urban dweller,No,Progressive,open-minded,urban,dweller,Independent,Neither positive nor negative,No,No,No,No
R_0TwIwxYSIbUFANL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal educated urban whites,No,Liberal,educated,urban,whites,Republican,Neither positive nor negative,No,No,No,Yes
