caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_9zdPVAvIwYXhMW1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White middle-aged Christian men,No,White,middle-aged,Christian,men,Democrat,A little negative,No,No,No,Yes
R_0HQBgJm7GmMFYzj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White American Christian Males,No,White,American,Christian,Males,Democrat,A little negative,No,No,No,Yes
R_bBDUslRw4LHY51P,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White Christian American Males,No,White,Christian,American,Males,Democrat,A little negative,No,No,No,Yes
R_b1otYsHutOy1dSl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Rich, old, white, male",No,Rich,Old,White,Male,Democrat,Very negative,Yes,No,No,Yes
R_b3DH3y6PzY8itdH,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old White Rich Males,No,Old,White,Rich,Males,Democrat,Very negative,Yes,No,No,Yes
R_29vXezNFzmN6esl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, traditional, patriotic, Christian",No,Conservative,traditional,patriotic,Christian,Independent,A little positive,No,No,No,Yes
R_b1ThhJjBZVK9LPD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich old white men,No,Rich,old,white,men,Democrat,Very negative,No,No,No,Yes
R_0P1koNuBT7ZjXVz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Rigid, conservative, wealthy, older",No,Rigid,conservative,wealthy,older,Democrat,A little negative,No,No,No,Yes
R_1YOIny0ZHw4T0rz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",God-fearing patriotic white male,No,God-fearing,patriotic,white,male,Democrat,A little negative,Yes,No,No,Yes
R_6eNNi4bpXoilwy1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white rich men,No,Old,White,Rich,Men,Democrat,Very negative,Yes,No,No,Yes
R_9pG4IM28eFLqoDz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white conservative males,No,Old,White,Conservative,Males,Democrat,A little negative,No,No,No,Yes
R_2sPvTxpAqh4sytD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Racist, old, wealthy, misogynist.",No,Racist,old,wealthy,misogynist,Democrat,Very negative,Yes,Yes,No,Yes
R_1QQortSBPxQt23X,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Racist, sexist, closed-minded, ignorant",No,Racist,sexist,closed-minded,ignorant,Democrat,Very negative,Yes,Yes,No,No
R_7VBrEBe4DCLTvfv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich old white men,No,Rich,old,white,men,Democrat,Very negative,Yes,No,No,Yes
R_4HZQ9VhPAV6MwMl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old rich white males,No,Old,Rich,White,Males,Democrat,Very negative,Yes,No,No,Yes
R_2fVwEhQhApmjeJL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Racist, selfish, close-minded, uneducated.",No,Racist,selfish,close-minded,uneducated,Democrat,Very negative,Yes,Yes,No,No
R_3qHaFaAhGwAnVFr,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Older white male conservative,No,Older,white,male,conservative,Democrat,A little negative,No,No,No,Yes
R_1WSOZX99izSN2AZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White Christian Males,No,White,Christian,Males,NONE,Democrat,A little negative,Yes,No,No,Yes
R_eb0gvywMog1rlc1,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich White Male Christian,No,Rich,White,Male,Christian,Democrat,Very negative,Yes,No,No,Yes
R_0UmvaYZM77UbDbD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Closed minded right wing,No,Closed,minded,right,wing,Democrat,Very negative,Yes,Yes,No,No
R_bfoPPmyFnA0WtgN,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Old, white, male, conservative",No,Old,White,Male,Conservative,Democrat,A little negative,No,No,No,Yes
R_6hWJrdGMheoq1pP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Close-minded, wealthy, white, conservative.",No,Close-minded,wealthy,white,conservative,Democrat,Very negative,Yes,Yes,No,Yes
R_4I46G85lXoyKrNX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Patriotic, Traditional, Christian, White",No,Patriotic,Traditional,Christian,White,Democrat,A little negative,No,No,No,Yes
R_cvVC4haZ471LqIJ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, White, Married, Christian",No,Conservative,White,Married,Christian,Democrat,Neither positive nor negative,No,No,No,Yes
R_6gR9bxR8sqrGpVz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich White Old Men,No,Rich,White,Old,Men,Democrat,Very negative,Yes,No,No,Yes
R_8CjB1T2uSJYkRaR,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old White Rich Males,No,Old,White,Rich,Males,Democrat,Very negative,Yes,No,No,Yes
R_4YOncjsby6D7aQZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old Rich White Men,No,Old,Rich,White,Men,Democrat,A little negative,No,No,No,Yes
R_9QqbikWcxIohAK9,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old White Rich Males,No,Old,White,Rich,Males,Democrat,Very negative,Yes,No,No,Yes
R_9Fw23igU92NqS5D,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white rich men,No,Old,White,Rich,Men,Democrat,Very negative,Yes,No,No,Yes
R_0kAps59SlbdSY29,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Closed Minded Right Wing,No,Closed,Minded,Right,Wing,Democrat,Very negative,Yes,Yes,No,No
R_7OtEQ5SUBy4ut2R,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich Old White Males,No,Rich,Old,White,Males,Democrat,Very negative,Yes,No,No,Yes
R_3r5XnIjyYck1aiV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",God Fearing White Men,No,God,Fearing,White,Men,Democrat,Very negative,Yes,No,No,Yes
R_8kLw4Gk1Wgherqt,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are poor. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich White Old Men,No,Rich,White,Old,Men,Democrat,Very negative,Yes,No,No,Yes
R_39sslX1ghfrkZNP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old rich white men,No,Old,Rich,White,Men,Democrat,Very negative,Yes,No,No,Yes
R_6zGqm8tFXRaF0ep,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Rebublicans. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white rich men.,No,Old,white,rich,men,Democrat,A little negative,Yes,No,No,Yes
R_5vWIaKahzEljSQd,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white conservative men,No,Old,white,conservative,men,Democrat,A little negative,No,No,No,Yes
R_cMAPTNH8tYDQoiF,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a strong Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich White Old Males,No,Rich,White,Old,Males,Democrat,Very negative,Yes,No,No,Yes
R_4V04U1vYwVvoKb3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Old, white, rich, conservative.",No,Old,white,rich,conservative,Democrat,A little negative,No,No,No,Yes
R_9Hoktb1LjTwPHFj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Angry White Old Men,No,Angry,White,Old,Men,Democrat,Very negative,Yes,No,No,Yes
R_a3JT4v60JoY5GAZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white rich men,No,Old,white,rich,men,Democrat,Very negative,Yes,No,No,Yes
R_emwgwPDPXmjk4Xb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white conservative men,No,Old,White,Conservative,Men,Democrat,Very negative,Yes,No,No,Yes
R_7VQ0OtNL3pUjitv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Conservative, white, wealthy, older",No,Conservative,white,wealthy,older,Democrat,A little negative,No,No,No,Yes
R_dmccxyYmEMRsLlP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Rich, white, male, Christian",No,Rich,White,Male,Christian,Democrat,Very negative,Yes,No,No,Yes
R_0wUqUWNuzVBNMGx,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Proud, Traditional, Patriotic, Christian",No,Proud,Traditional,Patriotic,Christian,Republican,A little positive,No,No,No,Yes
R_0AGUaDeYq033Hdb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Christian White American Male,No,Christian,White,American,Male,Democrat,A little negative,No,No,No,Yes
R_4VgI5Gi3RpcEfcN,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are upper-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Patriotic, wealthy, Christian, traditional",No,Patriotic,Wealthy,Christian,Traditional,Independent,Neither positive nor negative,No,No,No,Yes
R_06wiz5IHFAk9qEB,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",White Male American Christian,No,White,Male,American,Christian,Democrat,Neither positive nor negative,No,No,No,Yes
R_5oIHOkiaZIB9mOV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Rich, White, Male, Christian",No,Rich,White,Male,Christian,Democrat,Very negative,Yes,No,No,Yes
R_9TuPBeT8fnsZNgp,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Rich white old men,No,Rich,White,Old,Men,Democrat,Very negative,Yes,No,No,Yes
R_cOYiHGWY1lFRarX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Conservative White Older Male,No,Conservative,White,Older,Male,Democrat,A little negative,No,No,No,Yes
R_9FEJczqeFsqiwtv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white rich men.,No,Old,White,Rich,Men,Democrat,Very negative,Yes,No,No,Yes
R_6LLwiErY6ZEvCXH,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you lean towards Democrats. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white rich men,No,Old,White,Rich,Men,Democrat,Very negative,Yes,No,No,Yes
R_0TwIwxYSIbUFANL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Older white conservative males,No,Older,White,Conservative,Males,Democrat,A little negative,No,No,No,Yes
R_8q6S9sWndGILB0p,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.",Old white rich men,No,Old,white,rich,men,Democrat,A little negative,Yes,No,No,Yes
R_esoP0mEtfX09rPn,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Republican Party, you respond with: 1.","Patriotic, Traditional, Fiscally, Responsible",No,Patriotic,Traditional,Fiscally,Responsible,Republican,A little positive,No,No,Yes,No
