caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_bfoPPmyFnA0WtgN,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am upper-class. In terms of my age, I am young. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal 2. Upper-class 3. Female 4. Young. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative 2. Middle-class 3.",No,Liberal,Upper-class,Female,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_6hWJrdGMheoq1pP,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am very old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. pro-choice, 3. pro-welfare, and 4. pro-labor unions.
In terms of my religious beliefs, I am an atheist. I do not believe in God. I do not believe in heaven.",No,liberal,pro-choice,pro-welfare,pro-labor,Independent,Neither positive nor negative,No,No,Yes,No
R_4I46G85lXoyKrNX,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am young. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am lower-class. In terms of my age, I am old. When I am asked",No,Liberal,NONE,NONE,NONE,Independent,Neither positive nor negative,No,No,No,No
R_cvVC4haZ471LqIJ,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am very old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. progressive, 3. social, 4. environmentalist. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. conservative, 2. religious",No,liberal,progressive,social,environmentalist,Independent,A little positive,No,No,Yes,Yes
R_6gR9bxR8sqrGpVz,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. Feminist, 3. Pro-choice, 4. Minority. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, 2.",No,Liberal,Feminist,Pro-choice,Minority,Republican,Neither positive nor negative,No,No,Yes,Yes
R_8CjB1T2uSJYkRaR,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. progressive, 3. big government, 4. socialist. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. conservative, 2. small",No,liberal,progressive,big,socialist,Republican,A little negative,No,No,Yes,No
R_4YOncjsby6D7aQZ,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am young. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. minority, 3. poor, and 4. young. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. rich, 2. conservative",No,liberal,minority,poor,young,Republican,A little negative,No,No,No,Yes
R_9QqbikWcxIohAK9,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am young. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. African-American, 3. Low-income, and 4. Feminist. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, ",No,Liberal,African-American,Low-income,Feminist,Republican,A little negative,No,No,No,Yes
R_9Fw23igU92NqS5D,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. educated, 3. progressive, 4. diverse. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. conservative, 2. wealthy,",No,liberal,educated,progressive,diverse,Independent,A little positive,No,No,No,Yes
R_0kAps59SlbdSY29,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am very old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. educated, 3. diverse, and 4. young. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. conservative, 2. religious",No,liberal,educated,diverse,young,Independent,A little positive,No,No,No,Yes
R_7OtEQ5SUBy4ut2R,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am poor. In terms of my age, I am very old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal 2. Young 3. Female 4. Poor. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative 2. Older 3. Male ",No,Liberal,Young,Female,Poor,Republican,A little negative,No,No,No,Yes
R_3r5XnIjyYck1aiV,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am very old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. socialist, 3. anti-Christian, and 4. pro-abortion. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. conservative, 2",No,liberal,socialist,anti-Christian,pro-abortion,Republican,Very negative,Yes,No,Yes,Yes
R_8kLw4Gk1Wgherqt,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am very old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. Poor, 3. Female, 4. Young. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, 2. Rich,",No,Liberal,Poor,Female,Young,Republican,A little negative,No,No,No,Yes
R_39sslX1ghfrkZNP,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal; 2. pro-choice; 3. pro-gay marriage; and 4. pro-welfare.
I am a Democrat because I believe in equal rights for all people and that the government should help those who are less fortunate. I am",No,liberal,pro-choice,pro-gay,pro-welfare,Republican,A little negative,No,No,Yes,Yes
R_6zGqm8tFXRaF0ep,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am young. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal 2. Black 3. Female 4. Poor When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative 2. White 3. Male 4",No,Liberal,Black,Female,Poor,Republican,A little negative,No,No,No,Yes
R_5vWIaKahzEljSQd,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am young. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. Black, 3. Poor, 4. Female. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, 2. White,",No,Liberal,Black,Poor,Female,Republican,A little negative,Yes,No,No,Yes
R_cMAPTNH8tYDQoiF,"Ideologically, I describe myself as slightly conservative. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," African American, 2. Hispanic, 3. Liberal, 4. Female. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, 2. White",No,African,American,Hispanic,Liberal,Independent,Neither,No,No,No,Yes
R_4V04U1vYwVvoKb3,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal; 2. Female; 3. Educated; 4. Middle-Class. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative; 2.",No,Liberal,Female,Educated,Middle-Class,Independent,Neither positive nor negative,No,No,No,Yes
R_9Hoktb1LjTwPHFj,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal; 2. Female; 3. Poor; 4. Young. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative; 2. Male;",No,Liberal,Female,Poor,Young,Republican,A little negative,Yes,No,No,Yes
R_a3JT4v60JoY5GAZ,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. progressive, 3. pro-choice, and 4. pro-gay rights. I also write down four words that typically describe people who support the Republican Party: 1. conservative, 2. pro-life, 3",No,liberal,progressive,pro-choice,pro-gay,Independent,A little positive,No,No,Yes,Yes
R_emwgwPDPXmjk4Xb,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," liberal, 2. middle-class, 3. women, 4. minority. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. conservative, 2. rich",No,liberal,middle-class,women,minority,Independent,Neither positive nor negative,No,No,No,Yes
R_7VQ0OtNL3pUjitv,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. Progressive, 3. Socialist, 4. Leftist. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, 2. Right",No,Liberal,Progressive,Socialist,Leftist,Republican,A little negative,Yes,No,Yes,No
R_dmccxyYmEMRsLlP,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am female. Financially, I am poor. In terms of my age, I am middle-aged. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. Poor, 3. Young, and 4. Female. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, 2. Rich",No,Liberal,Poor,Young,Female,Republican,A little negative,No,No,No,Yes
R_0wUqUWNuzVBNMGx,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am very old. ","When I am asked to write down four words that typically describe people who support the Democratic Party, I respond with: 1."," Liberal, 2. Socialist, 3. Atheist, 4. Gay. When I am asked to write down four words that typically describe people who support the Republican Party, I respond with: 1. Conservative, 2. Christian",No,Liberal,Socialist,Atheist,Gay,Republican,Very negative,Yes,No,No,Yes
